order_id,product_name,city,quantity,order_date,price_per_unit,shipping_date
1433,Headset RGB,jakarta ,1.0,2024-05-02,500000,2024-05-05
1434,Mouse Wireless,Medan,4.0,2024-04-21,150000,2024-04-25
1435,Headset RGB,Jakarta,4.0,2024-05-09,500000,2024-05-16
1436,Laptop Gaming,Makassar,4.0,2024-03-08,15000000,2024-03-10
1437,Mouse Wireless,jakarta ,1.0,2024-12-12,150000,2024-12-14
1438,Headset RGB,Jakarta,3.0,2024-11-11,500000,2024-11-20
1439,Keyboard Mech,Medan,1.0,2024-08-04,800000,
1440,Kabel HDMI,SURABAYA,4.0,2024-04-05,50000,2024-04-08
1441,Mouse Wireless,Bandung,2.0,2024-05-24,150000,2024-05-28
1442,Kabel HDMI,jakarta ,2.0,2024-02-02,50000,2024-02-07
1443,Mouse Wireless,SURABAYA,4.0,2024-10-12,150000,2024-10-15
1444,Keyboard Mech,Jakarta,2.0,2024-01-05,800000,2024-01-14
1445,Kabel HDMI,Jakarta,1.0,2024-04-27,50000,2024-05-02
1446,Monitor 24in,Makassar,3.0,2024-05-19,2000000,2024-05-26
1447,Laptop Gaming,Makassar,1.0,2024-08-17,15000000,2024-08-24
1448,Monitor 24in,jakarta ,4.0,2024-06-08,2000000,
1449,Headset RGB,SURABAYA,1.0,2024-10-20,500000,2024-10-22
1450,Keyboard Mech,SURABAYA,2.0,2024-09-05,800000,2024-09-08
1451,Monitor 24in,Jakarta,1.0,2024-09-29,2000000,2024-10-03
1452,Mouse Wireless,jakarta ,3.0,2024-07-04,150000,2024-07-12
1453,Headset RGB,Jakarta,2.0,2024-12-30,500000,2024-12-31
1454,Headset RGB,Makassar,3.0,2024-02-09,500000,2024-02-18
1455,Monitor 24in,Medan,3.0,2024-08-11,2000000,2024-08-16
1456,Monitor 24in,Surabaya,3.0,2024-05-31,2000000,2024-06-04
1457,Keyboard Mech,Surabaya,1.0,2024-05-19,800000,2024-05-27
1458,Laptop Gaming,Jakarta,1.0,2024-05-07,15000000,2024-05-16
1459,Monitor 24in,SURABAYA,1.0,2024-12-16,2000000,
1460,Monitor 24in,Makassar,1.0,2024-05-26,2000000,2024-05-30
1461,Kabel HDMI,Bandung,2.0,2024-10-11,50000,2024-10-12
1462,Mouse Wireless,Bandung,1.0,2024-08-05,150000,2024-08-08
1463,Kabel HDMI,Surabaya,2.0,2024-08-07,50000,2024-08-12
1464,Kabel HDMI,Medan,3.0,2024-05-24,50000,2024-06-01
1465,Headset RGB,Surabaya,2.0,2024-11-24,500000,2024-11-25
1466,Laptop Gaming,Jakarta,4.0,2024-10-03,15000000,2024-10-04
1467,Mouse Wireless,Medan,1.0,2024-08-29,150000,2024-09-01
1468,Keyboard Mech,Bandung,4.0,2024-02-29,800000,2024-03-09
1469,Keyboard Mech,SURABAYA,2.0,2024-04-07,800000,2024-04-16
1470,Monitor 24in,Makassar,1.0,2024-11-26,2000000,2024-11-27
1471,Monitor 24in,Makassar,4.0,2024-06-29,2000000,2024-07-03
1472,Keyboard Mech,Jakarta,1.0,2024-04-23,800000,2024-05-01
1473,Monitor 24in,Surabaya,2.0,2024-04-12,2000000,2024-04-14
1474,Laptop Gaming,Jakarta,4.0,2024-12-01,15000000,2024-12-05
1475,Kabel HDMI,Makassar,2.0,2024-11-14,50000,2024-11-21
1476,Monitor 24in,Bandung,4.0,2024-02-26,2000000,2024-03-04
1477,Headset RGB,Makassar,3.0,2024-10-11,500000,2024-10-16
1478,Monitor 24in,Medan,3.0,2024-05-08,2000000,2024-05-15
1479,Mouse Wireless,SURABAYA,3.0,2024-11-10,150000,2024-11-16
1480,Laptop Gaming,SURABAYA,3.0,2024-03-26,15000000,2024-03-28
1481,Mouse Wireless,jakarta ,3.0,2024-07-18,150000,2024-07-27
1482,Mouse Wireless,Makassar,2.0,2024-03-11,150000,2024-03-16
1483,Headset RGB,Makassar,3.0,2024-12-10,500000,2024-12-12
1484,Laptop Gaming,SURABAYA,2.0,2024-04-07,15000000,2024-04-13
1485,Laptop Gaming,jakarta ,,2024-10-26,15000000,2024-10-31
1486,Laptop Gaming,Medan,1.0,2024-06-24,15000000,
1487,Laptop Gaming,Surabaya,3.0,2024-08-20,15000000,2024-08-27
1488,Laptop Gaming,Makassar,,2024-03-15,15000000,2024-03-17
1489,Headset RGB,SURABAYA,2.0,2024-05-22,500000,2024-05-29
1490,Monitor 24in,Jakarta,3.0,2024-01-23,2000000,2024-01-29
1491,Mouse Wireless,Makassar,4.0,2024-06-29,150000,2024-07-03
1492,Laptop Gaming,Jakarta,2.0,2024-02-14,15000000,2024-02-18
1493,Monitor 24in,Medan,3.0,2024-04-01,2000000,2024-04-07
1494,Monitor 24in,Makassar,2.0,2024-09-25,2000000,2024-10-04
1495,Mouse Wireless,SURABAYA,4.0,2024-02-03,150000,2024-02-09
1496,Headset RGB,Medan,3.0,2024-06-14,500000,
1497,Keyboard Mech,Medan,4.0,2024-03-10,800000,2024-03-11
1498,Keyboard Mech,Surabaya,3.0,2024-12-29,800000,2025-01-03
1499,Monitor 24in,Makassar,1.0,2024-07-14,2000000,2024-07-15
1500,Kabel HDMI,Jakarta,2.0,2024-05-12,50000,2024-05-21
1501,Kabel HDMI,Jakarta,4.0,2024-09-03,50000,2024-09-07
1502,Mouse Wireless,Makassar,2.0,2024-06-16,150000,2024-06-18
1503,Keyboard Mech,jakarta ,,2024-10-03,800000,2024-10-12
1504,Monitor 24in,Surabaya,2.0,2024-06-04,2000000,2024-06-10
1505,Headset RGB,Surabaya,2.0,2024-01-23,500000,2024-01-26
1506,Keyboard Mech,Surabaya,2.0,2024-07-18,800000,2024-07-20
1507,Monitor 24in,Jakarta,1.0,2024-10-01,2000000,2024-10-07
1508,Monitor 24in,Medan,3.0,2024-02-19,2000000,2024-02-25
1509,Laptop Gaming,SURABAYA,1.0,2024-07-04,15000000,2024-07-13
1510,Headset RGB,jakarta ,2.0,2024-01-20,500000,2024-01-25
1511,Laptop Gaming,Surabaya,4.0,2024-04-25,15000000,2024-05-04
1512,Mouse Wireless,Jakarta,,2024-04-01,150000,2024-04-06
1513,Laptop Gaming,Jakarta,3.0,2024-12-14,15000000,2024-12-16
1514,Laptop Gaming,Medan,,2024-12-04,15000000,2024-12-05
1515,Keyboard Mech,Makassar,3.0,2024-02-22,800000,2024-03-02
1516,Kabel HDMI,Makassar,4.0,2024-05-02,50000,
1517,Monitor 24in,SURABAYA,3.0,2024-12-06,2000000,2024-12-09
1518,Headset RGB,SURABAYA,1.0,2024-12-03,500000,
1519,Laptop Gaming,Surabaya,4.0,2024-09-21,15000000,2024-09-25
1520,Headset RGB,SURABAYA,3.0,2024-01-04,500000,
1521,Kabel HDMI,Surabaya,1.0,2024-06-17,50000,2024-06-19
1522,Kabel HDMI,jakarta ,1.0,2024-10-07,50000,2024-10-11
1523,Laptop Gaming,SURABAYA,2.0,2024-10-16,15000000,2024-10-17
1524,Mouse Wireless,Medan,3.0,2024-03-13,150000,2024-03-20
1525,Laptop Gaming,Surabaya,4.0,2024-05-16,15000000,2024-05-20
1526,Keyboard Mech,Medan,2.0,2024-12-03,800000,2024-12-08
1527,Monitor 24in,Jakarta,3.0,2024-09-12,2000000,2024-09-13
1528,Mouse Wireless,Surabaya,3.0,2024-05-20,150000,2024-05-22
1529,Laptop Gaming,Jakarta,4.0,2024-07-26,15000000,2024-07-30
1530,Headset RGB,Bandung,2.0,2024-09-16,500000,2024-09-18
1531,Mouse Wireless,Medan,2.0,2024-09-19,150000,2024-09-20
1532,Mouse Wireless,Bandung,4.0,2024-09-27,150000,2024-09-28
1533,Laptop Gaming,Surabaya,2.0,2024-02-07,15000000,2024-02-13
1534,Mouse Wireless,Jakarta,1.0,2024-07-21,150000,2024-07-23
1535,Headset RGB,Surabaya,4.0,2024-08-11,500000,2024-08-14
1536,Kabel HDMI,Bandung,3.0,2024-12-12,50000,2024-12-17
1537,Mouse Wireless,Surabaya,4.0,2024-02-21,150000,2024-02-24
1538,Kabel HDMI,jakarta ,1.0,2024-03-21,50000,
1539,Headset RGB,Makassar,4.0,2024-12-21,500000,2024-12-28
1540,Laptop Gaming,Bandung,3.0,2024-07-29,15000000,2024-08-04
1541,Monitor 24in,Surabaya,3.0,2024-01-07,2000000,
1542,Mouse Wireless,Jakarta,4.0,2024-12-28,150000,2025-01-06
1543,Monitor 24in,Surabaya,4.0,2024-02-14,2000000,2024-02-16
1544,Headset RGB,Jakarta,1.0,2024-11-10,500000,2024-11-16
1545,Mouse Wireless,Makassar,1.0,2024-10-03,150000,2024-10-12
1546,Kabel HDMI,Surabaya,3.0,2024-09-15,50000,2024-09-24
1547,Keyboard Mech,SURABAYA,2.0,2024-05-21,800000,2024-05-23
1548,Monitor 24in,SURABAYA,2.0,2024-09-14,2000000,2024-09-23
1549,Mouse Wireless,Makassar,2.0,2024-10-11,150000,2024-10-19
1550,Monitor 24in,Bandung,2.0,2024-02-06,2000000,2024-02-13
1551,Mouse Wireless,Jakarta,3.0,2024-02-14,150000,2024-02-22
1552,Laptop Gaming,SURABAYA,2.0,2024-04-29,15000000,2024-05-07
1553,Kabel HDMI,jakarta ,2.0,2024-02-15,50000,2024-02-16
1554,Monitor 24in,Bandung,4.0,2024-05-19,2000000,2024-05-28
1555,Keyboard Mech,Jakarta,2.0,2024-02-22,800000,2024-02-28
1556,Keyboard Mech,Makassar,4.0,2024-10-27,800000,2024-10-28
1557,Headset RGB,SURABAYA,3.0,2024-10-14,500000,2024-10-15
1558,Mouse Wireless,Medan,4.0,2024-09-30,150000,2024-10-07
1559,Monitor 24in,Surabaya,1.0,2024-09-25,2000000,2024-09-27
1560,Headset RGB,Makassar,4.0,2024-10-05,500000,2024-10-11
1561,Monitor 24in,Jakarta,2.0,2024-03-02,2000000,2024-03-07
1562,Mouse Wireless,Jakarta,4.0,2024-02-23,150000,2024-02-28
1563,Keyboard Mech,Jakarta,4.0,2024-03-09,800000,2024-03-15
1564,Laptop Gaming,Jakarta,3.0,2024-08-29,15000000,2024-09-06
1565,Keyboard Mech,Surabaya,3.0,2024-09-26,800000,
1566,Headset RGB,Bandung,2.0,2024-09-08,500000,2024-09-16
1567,Kabel HDMI,jakarta ,1.0,2024-12-19,50000,2024-12-24
1568,Laptop Gaming,Medan,1.0,2024-10-10,15000000,2024-10-16
1569,Headset RGB,Surabaya,4.0,2024-12-16,500000,2024-12-24
1570,Mouse Wireless,Jakarta,1.0,2024-03-11,150000,
1571,Laptop Gaming,Surabaya,3.0,2024-11-18,15000000,2024-11-25
1572,Headset RGB,Makassar,2.0,2024-04-09,500000,2024-04-12
1573,Mouse Wireless,jakarta ,2.0,2024-03-01,150000,2024-03-10
1574,Keyboard Mech,Jakarta,3.0,2024-04-12,800000,2024-04-19
1575,Kabel HDMI,Medan,,2024-04-28,50000,2024-05-01
1576,Mouse Wireless,Jakarta,4.0,2024-01-17,150000,2024-01-25
1577,Monitor 24in,jakarta ,2.0,2024-10-31,2000000,2024-11-02
1578,Mouse Wireless,Medan,1.0,2024-07-09,150000,2024-07-17
1579,Mouse Wireless,jakarta ,2.0,2024-07-30,150000,2024-08-06
1580,Kabel HDMI,Medan,2.0,2024-03-18,50000,2024-03-23
1581,Monitor 24in,Bandung,3.0,2024-02-15,2000000,2024-02-19
1582,Headset RGB,SURABAYA,3.0,2024-04-02,500000,
1583,Headset RGB,Bandung,1.0,2024-01-13,500000,2024-01-17
1584,Mouse Wireless,Surabaya,3.0,2024-08-15,150000,2024-08-21
1585,Monitor 24in,Surabaya,1.0,2024-10-27,2000000,2024-11-02
1586,Monitor 24in,Medan,4.0,2024-01-17,2000000,2024-01-19
1587,Kabel HDMI,Jakarta,1.0,2024-10-29,50000,2024-11-07
1588,Keyboard Mech,SURABAYA,2.0,2024-03-02,800000,2024-03-03
1589,Headset RGB,Makassar,1.0,2024-02-12,500000,2024-02-16
1590,Kabel HDMI,Makassar,4.0,2024-03-08,50000,2024-03-12
1591,Laptop Gaming,Jakarta,2.0,2024-07-30,15000000,2024-08-01
1592,Headset RGB,Jakarta,,2024-07-21,500000,2024-07-29
1593,Kabel HDMI,Bandung,3.0,2024-08-01,50000,2024-08-03
1594,Headset RGB,Makassar,3.0,2024-04-18,500000,2024-04-20
1595,Keyboard Mech,Medan,3.0,2024-10-10,800000,2024-10-12
1596,Laptop Gaming,jakarta ,1.0,2024-04-03,15000000,2024-04-04
1597,Keyboard Mech,Surabaya,1.0,2024-08-12,800000,2024-08-17
1598,Laptop Gaming,jakarta ,4.0,2024-08-12,15000000,2024-08-16
1599,Mouse Wireless,Bandung,2.0,2024-08-26,150000,2024-08-28
1600,Kabel HDMI,Makassar,2.0,2024-04-27,50000,2024-04-28
1601,Laptop Gaming,SURABAYA,2.0,2024-03-31,15000000,2024-04-01
1602,Keyboard Mech,Jakarta,2.0,2024-12-05,800000,2024-12-07
1603,Headset RGB,SURABAYA,1.0,2024-10-15,500000,2024-10-16
1604,Laptop Gaming,SURABAYA,1.0,2024-10-07,15000000,2024-10-16
1605,Kabel HDMI,Makassar,4.0,2024-01-19,50000,2024-01-21
1606,Laptop Gaming,Medan,2.0,2024-06-23,15000000,2024-06-26
1607,Monitor 24in,Bandung,1.0,2024-04-15,2000000,2024-04-24
1608,Headset RGB,Jakarta,,2024-10-15,500000,2024-10-20
1609,Kabel HDMI,jakarta ,1.0,2024-09-04,50000,2024-09-12
1610,Kabel HDMI,Medan,1.0,2024-11-18,50000,2024-11-25
1611,Mouse Wireless,jakarta ,2.0,2024-05-21,150000,2024-05-27
1612,Keyboard Mech,Surabaya,2.0,2024-10-24,800000,2024-10-26
1613,Mouse Wireless,Bandung,1.0,2024-07-11,150000,2024-07-15
1614,Kabel HDMI,Medan,3.0,2024-12-16,50000,2024-12-25
1615,Headset RGB,Medan,4.0,2024-10-29,500000,2024-11-05
1616,Laptop Gaming,jakarta ,,2024-10-17,15000000,2024-10-20
1617,Laptop Gaming,Jakarta,,2024-11-27,15000000,
1618,Headset RGB,Surabaya,3.0,2024-07-26,500000,2024-08-03
1619,Kabel HDMI,jakarta ,2.0,2024-09-04,50000,2024-09-12
1620,Laptop Gaming,Medan,3.0,2024-05-21,15000000,
1621,Laptop Gaming,Bandung,3.0,2024-11-06,15000000,2024-11-14
1622,Laptop Gaming,Medan,,2024-08-09,15000000,2024-08-15
1623,Keyboard Mech,Makassar,2.0,2024-08-12,800000,2024-08-15
1624,Keyboard Mech,Bandung,4.0,2024-12-19,800000,2024-12-28
1625,Monitor 24in,Bandung,3.0,2024-07-02,2000000,2024-07-05
1626,Mouse Wireless,Medan,4.0,2024-12-29,150000,2025-01-02
1627,Headset RGB,Jakarta,1.0,2024-10-31,500000,2024-11-01
1628,Headset RGB,Bandung,2.0,2024-07-06,500000,2024-07-08
1629,Headset RGB,Makassar,1.0,2024-04-22,500000,2024-04-28
1630,Monitor 24in,jakarta ,1.0,2024-06-29,2000000,2024-06-30
1631,Keyboard Mech,Jakarta,4.0,2024-07-17,800000,2024-07-26
1632,Kabel HDMI,Jakarta,4.0,2024-03-10,50000,
1633,Kabel HDMI,Jakarta,3.0,2024-03-26,50000,2024-03-28
1634,Monitor 24in,Bandung,2.0,2024-02-08,2000000,2024-02-10
1635,Kabel HDMI,Jakarta,1.0,2024-05-10,50000,
1636,Headset RGB,Medan,3.0,2024-01-10,500000,2024-01-18
1637,Mouse Wireless,Jakarta,3.0,2024-01-03,150000,2024-01-04
1638,Laptop Gaming,Makassar,1.0,2024-10-28,15000000,
1639,Keyboard Mech,Surabaya,1.0,2024-05-29,800000,2024-05-31
1640,Keyboard Mech,Makassar,3.0,2024-03-07,800000,
1641,Monitor 24in,Bandung,1.0,2024-07-11,2000000,2024-07-14
1642,Keyboard Mech,Jakarta,1.0,2024-04-06,800000,2024-04-09
1643,Headset RGB,Jakarta,4.0,2024-01-19,500000,2024-01-28
1644,Kabel HDMI,Medan,2.0,2024-11-13,50000,2024-11-14
1645,Headset RGB,jakarta ,3.0,2024-04-07,500000,2024-04-09
1646,Monitor 24in,Jakarta,,2024-02-26,2000000,2024-03-06
1647,Headset RGB,SURABAYA,3.0,2024-12-16,500000,2024-12-21
1648,Kabel HDMI,Makassar,2.0,2024-04-16,50000,2024-04-25
1649,Mouse Wireless,Bandung,3.0,2024-03-28,150000,2024-04-03
1650,Monitor 24in,Surabaya,3.0,2024-05-20,2000000,2024-05-23
1651,Mouse Wireless,Jakarta,3.0,2024-05-23,150000,2024-05-31
1652,Laptop Gaming,Surabaya,4.0,2024-02-21,15000000,2024-03-01
1653,Mouse Wireless,Jakarta,2.0,2024-07-30,150000,2024-08-01
1654,Laptop Gaming,Bandung,2.0,2024-02-10,15000000,2024-02-19
1655,Laptop Gaming,jakarta ,3.0,2024-10-30,15000000,2024-11-03
1656,Mouse Wireless,Makassar,3.0,2024-03-31,150000,2024-04-08
1657,Monitor 24in,Bandung,2.0,2024-02-08,2000000,2024-02-13
1658,Kabel HDMI,Surabaya,,2024-01-13,50000,2024-01-19
1659,Headset RGB,Jakarta,4.0,2024-04-05,500000,2024-04-09
1660,Headset RGB,Surabaya,2.0,2024-04-18,500000,2024-04-23
1661,Kabel HDMI,Makassar,3.0,2024-04-13,50000,2024-04-14
1662,Laptop Gaming,SURABAYA,1.0,2024-12-19,15000000,2024-12-22
1663,Laptop Gaming,Bandung,1.0,2024-08-18,15000000,2024-08-22
1664,Monitor 24in,Surabaya,1.0,2024-02-12,2000000,2024-02-13
1665,Keyboard Mech,Surabaya,4.0,2024-07-27,800000,2024-07-30
1666,Mouse Wireless,Makassar,4.0,2024-03-28,150000,
1667,Laptop Gaming,SURABAYA,2.0,2024-04-02,15000000,2024-04-11
1668,Headset RGB,Jakarta,2.0,2024-06-22,500000,2024-06-25
1669,Monitor 24in,SURABAYA,2.0,2024-05-05,2000000,2024-05-08
1670,Mouse Wireless,Surabaya,2.0,2024-04-18,150000,2024-04-22
1671,Monitor 24in,Makassar,3.0,2024-02-16,2000000,2024-02-25
1672,Mouse Wireless,Jakarta,4.0,2024-08-01,150000,2024-08-10
1673,Mouse Wireless,SURABAYA,1.0,2024-04-01,150000,2024-04-02
1674,Kabel HDMI,SURABAYA,3.0,2024-06-29,50000,2024-07-07
1675,Laptop Gaming,SURABAYA,2.0,2024-02-10,15000000,2024-02-11
1676,Monitor 24in,jakarta ,2.0,2024-09-15,2000000,
1677,Monitor 24in,Jakarta,,2024-04-30,2000000,2024-05-05
1678,Kabel HDMI,SURABAYA,1.0,2024-03-17,50000,2024-03-23
1679,Headset RGB,jakarta ,4.0,2024-04-04,500000,2024-04-06
1680,Headset RGB,Bandung,4.0,2024-09-25,500000,2024-09-30
1681,Laptop Gaming,Makassar,,2024-12-26,15000000,2024-12-29
1682,Laptop Gaming,SURABAYA,4.0,2024-01-18,15000000,2024-01-25
1683,Keyboard Mech,Jakarta,2.0,2024-10-19,800000,2024-10-20
1684,Kabel HDMI,jakarta ,2.0,2024-06-19,50000,2024-06-24
1685,Headset RGB,jakarta ,2.0,2024-06-10,500000,2024-06-13
1686,Mouse Wireless,Bandung,2.0,2024-11-06,150000,
1687,Monitor 24in,Medan,1.0,2024-02-21,2000000,2024-02-24
1688,Laptop Gaming,Makassar,4.0,2024-02-05,15000000,
1689,Monitor 24in,Medan,4.0,2024-07-05,2000000,2024-07-07
1690,Monitor 24in,Jakarta,3.0,2024-09-04,2000000,2024-09-06
1691,Keyboard Mech,Makassar,1.0,2024-02-21,800000,2024-02-24
1692,Headset RGB,Bandung,4.0,2024-01-19,500000,
1693,Laptop Gaming,Jakarta,4.0,2024-04-01,15000000,2024-04-07
1694,Monitor 24in,Makassar,3.0,2024-05-18,2000000,2024-05-20
1695,Laptop Gaming,Makassar,,2024-10-30,15000000,2024-10-31
1696,Mouse Wireless,Medan,4.0,2024-12-22,150000,2024-12-30
1697,Keyboard Mech,Jakarta,2.0,2024-08-07,800000,2024-08-11
1698,Mouse Wireless,Bandung,3.0,2024-04-08,150000,2024-04-10
1699,Laptop Gaming,Bandung,4.0,2024-08-23,15000000,2024-08-27
1700,Laptop Gaming,Jakarta,2.0,2024-07-25,15000000,2024-07-27
1701,Headset RGB,Jakarta,1.0,2024-05-23,500000,2024-05-28
1702,Monitor 24in,jakarta ,2.0,2024-07-17,2000000,2024-07-24
1703,Monitor 24in,Surabaya,2.0,2024-10-29,2000000,
1704,Mouse Wireless,Medan,2.0,2024-11-18,150000,2024-11-20
1705,Keyboard Mech,Jakarta,2.0,2024-10-13,800000,2024-10-17
1706,Kabel HDMI,Jakarta,,2024-11-27,50000,2024-12-05
1707,Monitor 24in,Surabaya,3.0,2024-09-20,2000000,2024-09-27
1708,Headset RGB,Surabaya,2.0,2024-08-04,500000,2024-08-11
1709,Mouse Wireless,Makassar,2.0,2024-07-07,150000,2024-07-11
1710,Mouse Wireless,SURABAYA,4.0,2024-02-13,150000,2024-02-14
1711,Kabel HDMI,Bandung,4.0,2024-10-17,50000,2024-10-24
1712,Headset RGB,Medan,1.0,2024-07-07,500000,2024-07-13
1713,Keyboard Mech,Makassar,1.0,2024-07-12,800000,
1714,Headset RGB,Jakarta,1.0,2024-09-26,500000,2024-10-01
1715,Keyboard Mech,Surabaya,4.0,2024-09-16,800000,2024-09-24
1716,Headset RGB,jakarta ,2.0,2024-08-26,500000,2024-09-03
1717,Headset RGB,Bandung,4.0,2024-04-21,500000,2024-04-30
1718,Laptop Gaming,Makassar,3.0,2024-03-09,15000000,2024-03-10
1719,Mouse Wireless,jakarta ,1.0,2024-02-18,150000,2024-02-21
1720,Headset RGB,Bandung,1.0,2024-11-06,500000,2024-11-12
1721,Kabel HDMI,SURABAYA,1.0,2024-05-30,50000,2024-06-03
1722,Headset RGB,SURABAYA,3.0,2024-08-26,500000,2024-09-03
1723,Monitor 24in,jakarta ,2.0,2024-12-02,2000000,
1724,Mouse Wireless,Surabaya,2.0,2024-04-24,150000,2024-04-29
1725,Monitor 24in,Makassar,2.0,2024-03-15,2000000,2024-03-19
1726,Mouse Wireless,Makassar,1.0,2024-04-07,150000,2024-04-08
1727,Monitor 24in,SURABAYA,2.0,2024-04-20,2000000,2024-04-26
1728,Headset RGB,Bandung,4.0,2024-12-22,500000,2024-12-25
1729,Headset RGB,jakarta ,1.0,2024-10-11,500000,
1730,Laptop Gaming,Surabaya,3.0,2024-09-12,15000000,2024-09-18
1731,Kabel HDMI,Jakarta,3.0,2024-11-13,50000,2024-11-17
1732,Monitor 24in,Makassar,2.0,2024-11-04,2000000,2024-11-10
1733,Keyboard Mech,Jakarta,1.0,2024-04-26,800000,
1734,Laptop Gaming,Surabaya,4.0,2024-06-24,15000000,2024-06-26
1735,Monitor 24in,SURABAYA,4.0,2024-08-15,2000000,2024-08-22
1736,Monitor 24in,Makassar,1.0,2024-12-12,2000000,2024-12-19
1737,Laptop Gaming,Makassar,2.0,2024-04-15,15000000,2024-04-17
1738,Headset RGB,jakarta ,3.0,2024-12-07,500000,2024-12-10
1739,Monitor 24in,Jakarta,3.0,2024-08-26,2000000,2024-08-29
1740,Headset RGB,SURABAYA,4.0,2024-04-09,500000,2024-04-10
1741,Laptop Gaming,jakarta ,4.0,2024-06-24,15000000,2024-06-25
1742,Headset RGB,Medan,4.0,2024-12-15,500000,2024-12-21
1743,Mouse Wireless,Jakarta,3.0,2024-09-05,150000,2024-09-14
1744,Keyboard Mech,Jakarta,4.0,2024-03-16,800000,2024-03-25
1745,Monitor 24in,Medan,,2024-01-03,2000000,2024-01-04
1746,Kabel HDMI,Surabaya,3.0,2024-03-21,50000,2024-03-28
1747,Keyboard Mech,Surabaya,2.0,2024-12-26,800000,2025-01-01
1748,Headset RGB,Makassar,,2024-10-14,500000,
1749,Monitor 24in,Bandung,2.0,2024-01-08,2000000,2024-01-11
1750,Headset RGB,jakarta ,,2024-03-27,500000,2024-04-05
1751,Mouse Wireless,Bandung,3.0,2024-10-12,150000,2024-10-17
1752,Laptop Gaming,Makassar,4.0,2024-03-14,15000000,2024-03-22
1753,Monitor 24in,Bandung,3.0,2024-05-02,2000000,2024-05-06
1754,Mouse Wireless,Jakarta,2.0,2024-10-20,150000,2024-10-24
1755,Mouse Wireless,Jakarta,2.0,2024-05-22,150000,2024-05-28
1756,Monitor 24in,Medan,4.0,2024-06-06,2000000,2024-06-12
1757,Headset RGB,Medan,3.0,2024-04-18,500000,2024-04-21
1758,Kabel HDMI,Makassar,4.0,2024-11-29,50000,
1759,Mouse Wireless,Makassar,1.0,2024-07-13,150000,2024-07-22
1760,Keyboard Mech,SURABAYA,4.0,2024-02-05,800000,2024-02-07
1761,Mouse Wireless,Makassar,2.0,2024-03-30,150000,2024-04-08
1762,Kabel HDMI,Jakarta,3.0,2024-10-22,50000,
1763,Headset RGB,Bandung,3.0,2024-11-25,500000,2024-12-02
1764,Headset RGB,jakarta ,4.0,2024-07-19,500000,2024-07-24
1765,Keyboard Mech,SURABAYA,2.0,2024-02-15,800000,
1766,Mouse Wireless,SURABAYA,1.0,2024-04-16,150000,2024-04-18
1767,Headset RGB,SURABAYA,4.0,2024-06-18,500000,2024-06-26
1768,Kabel HDMI,Makassar,3.0,2024-05-25,50000,2024-05-27
1769,Monitor 24in,Makassar,2.0,2024-12-21,2000000,2024-12-29
1770,Laptop Gaming,Jakarta,3.0,2024-06-26,15000000,2024-07-01
1771,Laptop Gaming,jakarta ,3.0,2024-03-01,15000000,2024-03-10
1772,Laptop Gaming,Jakarta,3.0,2024-01-03,15000000,2024-01-07
1773,Mouse Wireless,jakarta ,3.0,2024-03-22,150000,2024-03-30
1774,Keyboard Mech,Jakarta,1.0,2024-09-19,800000,2024-09-26
1775,Headset RGB,Bandung,2.0,2024-10-13,500000,2024-10-21
1776,Monitor 24in,Makassar,4.0,2024-11-16,2000000,2024-11-21
1777,Kabel HDMI,Surabaya,2.0,2024-04-04,50000,2024-04-06
1778,Monitor 24in,Surabaya,2.0,2024-03-04,2000000,2024-03-11
1779,Kabel HDMI,Makassar,2.0,2024-09-02,50000,2024-09-05
1780,Mouse Wireless,SURABAYA,4.0,2024-03-17,150000,2024-03-19
1781,Laptop Gaming,Makassar,2.0,2024-09-15,15000000,
1782,Mouse Wireless,Makassar,4.0,2024-04-02,150000,2024-04-06
1783,Keyboard Mech,Makassar,4.0,2024-10-17,800000,2024-10-24
1784,Keyboard Mech,SURABAYA,1.0,2024-09-27,800000,
1785,Kabel HDMI,jakarta ,3.0,2024-01-21,50000,2024-01-27
1786,Headset RGB,Bandung,4.0,2024-03-02,500000,2024-03-08
1787,Headset RGB,Surabaya,3.0,2024-12-04,500000,2024-12-12
1788,Kabel HDMI,Medan,2.0,2024-09-16,50000,2024-09-18
1789,Keyboard Mech,Surabaya,3.0,2024-08-24,800000,2024-08-26
1790,Keyboard Mech,Surabaya,3.0,2024-05-20,800000,2024-05-21
1791,Keyboard Mech,SURABAYA,3.0,2024-06-15,800000,2024-06-18
1792,Mouse Wireless,Jakarta,2.0,2024-03-07,150000,
1793,Keyboard Mech,Makassar,2.0,2024-12-15,800000,
1794,Monitor 24in,Makassar,4.0,2024-02-27,2000000,2024-03-05
1795,Laptop Gaming,Makassar,4.0,2024-07-30,15000000,2024-08-08
1796,Keyboard Mech,Jakarta,1.0,2024-05-09,800000,2024-05-17
1797,Kabel HDMI,SURABAYA,2.0,2024-01-25,50000,2024-02-02
1798,Laptop Gaming,Bandung,1.0,2024-01-11,15000000,
1799,Mouse Wireless,Bandung,2.0,2024-09-13,150000,
1800,Kabel HDMI,SURABAYA,3.0,2024-10-30,50000,2024-11-05
1801,Laptop Gaming,Medan,1.0,2024-03-21,15000000,
1802,Kabel HDMI,Bandung,1.0,2024-10-12,50000,2024-10-18
1803,Mouse Wireless,SURABAYA,1.0,2024-01-19,150000,2024-01-26
